,first name,gender,race
23054,franklin,0,black
23055,gabriel,0,black
23056,gregory,0,black
23057,hardy,0,black
23058,harold,0,black
23059,harold,0,black
23060,jackie,0,black
23061,jamal,0,black
23062,jason,0,black
23063,javion,0,black
23064,jeffery,0,black
23065,jerome,0,black
23066,jimmie,0,black
23067,john,0,black
23068,johnny,0,black
23069,jonathan,0,black
23070,joseph,0,black
23071,joshua,0,black
23072,joshua,0,black
23073,justin,0,black
23074,kelly,0,black
23075,kelvin,0,black
23076,kendrick,0,black
23077,kenneth,0,black
23078,kenneth,0,black
23079,kevin,0,black
23080,kieron,0,black
23081,kurt,0,black
23082,lasell,0,black
23083,lashawn,0,black
23084,lawyer,0,black
23085,lenard,0,black
23086,leshawn,0,black
23087,lesville,0,black
23088,lloyd,0,black
23089,lorenzo,0,black
23090,louis,0,black
23091,marcus,0,black
23092,marcus,0,black
23093,mark,0,black
23094,matthew,0,black
23095,matthew,0,black
23096,michael,0,black
23097,michael,0,black
23098,mitchell,0,black
23099,myron,0,black
23100,nasir,0,black
23101,nathon,0,black
23102,nazarrio,0,black
23103,nelson,0,black
23104,nelson,0,black
23105,octavious,0,black
23106,ojavi,0,black
23107,otis,0,black
23108,patrick,0,black
23109,paul,0,black
23110,quentin,0,black
23111,quincey,0,black
23112,rahkiem,0,black
23113,randy,0,black
23114,rasheem,0,black
23115,ray,0,black
23116,raymond,0,black
23117,ricardo,0,black
23118,ricky,0,black
23119,robert,0,black
23120,robert,0,black
23121,robin,0,black
23122,roderick,0,black
23123,roger,0,black
23124,romone,0,black
23125,roosevelt,0,black
23126,rudolph,0,black
23127,ryan,0,black
23128,samuel,0,black
23129,samuel,0,black
23130,tavaris,0,black
23131,terrance,0,black
23132,terrance,0,black
23133,terry,0,black
23134,terry,0,black
23135,thomas,0,black
23136,thomas,0,black
23137,tim,0,black
23138,tommy,0,black
23139,travaughn,0,black
23140,travis,0,black
23141,travis,0,black
23142,travoris,0,black
23143,trekel,0,black
23144,tyrone,0,black
23145,tyrone,0,black
23146,victor,0,black
23147,virgil,0,black
23148,virgis,0,black
23149,wilbert,0,black
23150,william,0,black
23151,willie,0,black
23152,willie,0,black
23153,willie,0,black
23154,willie,0,black
23155,willie,0,black
23156,wilson,0,black
23157,jason,0,black
23158,antonio,0,black
23159,christopher,0,black
23160,clary,0,black
23161,cleveland,0,black
23162,edward,0,black
23163,jean,0,black
23164,joshua,0,black
23165,karsheen,0,black
23166,lewis,0,black
23167,morgan,0,black
23168,stephian,0,black
23169,timothy,0,black
23170,frederick,0,black
23171,steven,0,black
23172,alan,0,black
23173,loveson,0,black
23174,lunick,0,black
23175,quindy,0,black
23176,pablo,0,black
23177,octavius,0,black
23178,david,0,black
23179,devin,0,black
23180,devin,0,black
23181,devon,0,black
23182,ryan,0,black
23183,tarik,0,black
23184,issac,0,black
23185,jaraun,0,black
23186,rensfield,0,black
23187,angelo,0,black
23188,jamil,0,black
23189,kurtis,0,black
23190,issac,0,black
23191,bryant,0,black
23192,malcom,0,black
23193,milton,0,black
23194,alvin,0,black
23195,anthony,0,black
23196,barry,0,black
23197,bideau,0,black
23198,calixte,0,black
23199,claubert,0,black
23200,clivens,0,black
23201,ednerd,0,black
23202,edwige,0,black
23203,emmanuel,0,black
23204,francenet,0,black
23205,franck,0,black
23206,francklin,0,black
23207,franslin,0,black
23208,frantzy,0,black
23209,gabut,0,black
23210,gary,0,black
23211,gethro,0,black
23212,jack,0,black
23213,jean,0,black
23214,jeff,0,black
23215,jharmens,0,black
23216,johnson,0,black
23217,jovany,0,black
23218,kerley,0,black
23219,kevin,0,black
23220,kevin,0,black
23221,leroy,0,black
23222,lizert,0,black
23223,louverture,0,black
23224,lusbu,0,black
23225,mason,0,black
23226,mazer,0,black
23227,mekinson,0,black
23228,oxce,0,black
23229,philippe,0,black
23230,renel,0,black
23231,robitail,0,black
23232,rodney,0,black
23233,romel,0,black
23234,rony,0,black
23235,sadrack,0,black
23236,schadrack,0,black
23237,sidney,0,black
23238,wally,0,black
23239,wilguy,0,black
23240,yve,0,black
23241,guichard,0,black
23242,jaquan,0,black
23243,michel,0,black
23244,ross,0,black
23245,sadrack,0,black
23246,gordon,0,black
23247,joslet,0,black
23248,lionel,0,black
23249,jean,0,black
23250,frantz,0,black
23251,rolend,0,black
23252,peter,0,black
23253,nicholas,0,black
23254,frito,0,black
23255,johny,0,black
23256,christopher,0,black
23257,frantzy,0,black
23258,michael,0,black
23259,darnell,0,black
23260,elie,0,black
23261,hans,0,black
23262,lesly,0,black
23263,marcel,0,black
23264,branden,0,black
23265,abdias,0,black
23266,michel,0,black
23267,alex,0,black
23268,roy,0,black
23269,jeffry,0,black
23270,steven,0,black
23271,bruny,0,black
23272,dumarsais,0,black
23273,roosevelt,0,black
23274,watson,0,black
23275,jeannot,0,black
23276,jean,0,black
23277,johnathan,0,black
23278,pervens,0,black
23279,cliff,0,black
23280,francis,0,black
23281,serg,0,black
23282,terrance,0,black
23283,jonathan,0,black
23284,antoine,0,black
23285,curtis,0,black
23286,william,0,black
23287,david,0,black
23288,anthony,0,black
23289,brandon,0,black
23290,carleton,0,black
23291,cedric,0,black
23292,christopher,0,black
23293,dante,0,black
23294,darold,0,black
23295,dell,0,black
23296,dushont,0,black
23297,edward,0,black
23298,eugene,0,black
23299,eugene,0,black
23300,frankie,0,black
23301,harry,0,black
23302,harry,0,black
23303,isaac,0,black
23304,james,0,black
23305,jeffery,0,black
23306,jeremy,0,black
23307,jerome,0,black
23308,joseph,0,black
23309,joseph,0,black
23310,lemartwaun,0,black
23311,lend,0,black
23312,leo,0,black
23313,marcus,0,black
23314,marquis,0,black
23315,milton,0,black
23316,nelson,0,black
23317,omar,0,black
23318,omoro,0,black
23319,prentis,0,black
23320,quincy,0,black
23321,richard,0,black
23322,robert,0,black
23323,ronnial,0,black
23324,terry,0,black
23325,timothy,0,black
23326,torrance,0,black
23327,travis,0,black
23328,will,0,black
23329,will,0,black
23330,larry,0,black
23331,allante,0,black
23332,andrae,0,black
23333,antoine,0,black
23334,antoine,0,black
23335,benancio,0,black
23336,charles,0,black
23337,jabir,0,black
23338,curtiss,0,black
23339,dazel,0,black
23340,eugene,0,black
23341,roscoe,0,black
23342,alex,0,black
23343,alfonso,0,black
23344,alford,0,black
23345,alton,0,black
23346,alvin,0,black
23347,amos,0,black
23348,andre,0,black
23349,anthony,0,black
23350,antonio,0,black
23351,antwon,0,black
23352,archie,0,black
23353,bennie,0,black
23354,brandon,0,black
23355,brandon,0,black
23356,brandon,0,black
23357,brandon,0,black
23358,brian,0,black
23359,brye,0,black
23360,byron,0,black
23361,carlos,0,black
23362,charles,0,black
23363,charles,0,black
23364,christopher,0,black
23365,christopher,0,black
23366,clifford,0,black
23367,corey,0,black
23368,corey,0,black
23369,cornel,0,black
23370,damarcus,0,black
23371,darrell,0,black
23372,darrell,0,black
23373,darrell,0,black
23374,darrell,0,black
23375,darren,0,black
23376,darreon,0,black
23377,david,0,black
23378,david,0,black
23379,demetriud,0,black
23380,denny,0,black
23381,derae,0,black
23382,derrick,0,black
23383,derrick,0,black
23384,deveon,0,black
23385,dewayne,0,black
23386,dominic,0,black
23387,donald,0,black
23388,donald,0,black
23389,donell,0,black
23390,dwight,0,black
23391,edward,0,black
23392,elliot,0,black
23393,ernest,0,black
23394,eugene,0,black
23395,everette,0,black
23396,floyd,0,black
23397,frank,0,black
23398,franklin,0,black
23399,gerald,0,black
23400,gerald,0,black
23401,gregory,0,black
23402,henry,0,black
23403,henry,0,black
23404,herman,0,black
23405,horace,0,black
23406,hubert,0,black
23407,ikee,0,black
23408,ira,0,black
23409,jacobe,0,black
23410,jade,0,black
23411,jamaal,0,black
23412,jamaal,0,black
23413,james,0,black
23414,james,0,black
23415,jared,0,black
23416,jarred,0,black
23417,jay,0,black
23418,jeffrey,0,black
23419,jeremy,0,black
23420,jimmie,0,black
23421,joe,0,black
23422,johnny,0,black
23423,jonathan,0,black
23424,jonathan,0,black
23425,joseph,0,black
23426,joseph,0,black
23427,joseph,0,black
23428,juan,0,black
23429,justin,0,black
23430,justin,0,black
23431,kenneth,0,black
23432,kenneth,0,black
23433,kenneth,0,black
23434,kinte,0,black
23435,larry,0,black
23436,larry,0,black
23437,larry,0,black
23438,latony,0,black
23439,laurice,0,black
23440,leon,0,black
23441,lionell,0,black
23442,lonnie,0,black
23443,lorenzo,0,black
23444,louis,0,black
23445,lucas,0,black
23446,marcus,0,black
23447,marcus,0,black
23448,marcus,0,black
23449,marquis,0,black
23450,marquise,0,black
23451,marvin,0,black
23452,marvin,0,black
23453,marvin,0,black
23454,marvin,0,black
23455,michael,0,black
23456,michael,0,black
23457,nigel,0,black
23458,ocie,0,black
23459,orlando,0,black
23460,phillip,0,black
23461,quadry,0,black
23462,randy,0,black
23463,reggie,0,black
23464,reginald,0,black
23465,reginald,0,black
23466,richard,0,black
23467,ricky,0,black
23468,ricky,0,black
23469,robert,0,black
23470,robert,0,black
23471,robert,0,black
23472,rodney,0,black
23473,rolando,0,black
23474,rosco,0,black
23475,scotty,0,black
23476,scunickenya,0,black
23477,sean,0,black
23478,sean,0,black
23479,shakiar,0,black
23480,shawn,0,black
23481,shedrick,0,black
23482,shermykael,0,black
23483,sylvester,0,black
23484,terrail,0,black
23485,terrence,0,black
23486,terry,0,black
23487,timothy,0,black
23488,todd,0,black
23489,tommy,0,black
23490,tony,0,black
23491,torey,0,black
23492,travis,0,black
23493,troy,0,black
23494,tyree,0,black
23495,tyrone,0,black
23496,tyrone,0,black
23497,tyrone,0,black
23498,vernterio,0,black
23499,vincent,0,black
23500,vonsha,0,black
23501,waymon,0,black
23502,wayne,0,black
23503,william,0,black
23504,willie,0,black
23505,wilmon,0,black
23506,zorrion,0,black
23507,horace,0,black
23508,antonio,0,black
23509,aurelius,0,black
23510,bernard,0,black
23511,bruce,0,black
23512,byron,0,black
23513,carlos,0,black
23514,danny,0,black
23515,darrell,0,black
23516,dorriel,0,black
23517,earl,0,black
23518,eldred,0,black
23519,fabian,0,black
23520,fredrick,0,black
23521,herbert,0,black
23522,jabarreck,0,black
23523,james,0,black
23524,jason,0,black
23525,javon,0,black
23526,jermaine,0,black
23527,jerry,0,black
23528,jessie,0,black
23529,keit,0,black
23530,kevin,0,black
23531,lonniell,0,black
23532,mark,0,black
23533,mark,0,black
23534,nathan,0,black
23535,reeche,0,black
23536,sean,0,black
23537,theodus,0,black
23538,tyrell,0,black
23539,willie,0,black
23540,carlos,0,black
23541,demetrick,0,black
23542,fromon,0,black
23543,shedrick,0,black
23544,jamie,0,black
23545,devin,0,black
23546,vaughtrial,0,black
23547,daniel,0,black
23548,douglas,0,black
23549,shaddric,0,black
23550,charles,0,black
23551,michael,0,black
23552,richard,0,black
23553,torrey,0,black
23554,willie,0,black
23555,david,0,black
23556,john,0,black
23557,charles,0,black
23558,charlie,0,black
23559,ernest,0,black
23560,frank,0,black
23561,james,0,black
23562,joshua,0,black
23563,kendrick,0,black
23564,larry,0,black
23565,marquis,0,black
23566,socarrio,0,black
23567,delarian,0,black
23568,jarvis,0,black
23569,randy,0,black
23570,avon,0,black
23571,willie,0,black
23572,mcguyverson,0,black
23573,alan,0,black
23574,terrance,0,black
23575,james,0,black
23576,junior,0,black
23577,alpatchino,0,black
23578,jeffery,0,black
23579,jeffrey,0,black
23580,waldo,0,black
23581,michael,0,black
23582,terrell,0,black
23583,terry,0,black
23584,keanard,0,black
23585,ronnie,0,black
23586,kevin,0,black
23587,melvin,0,black
23588,odarius,0,black
23589,richard,0,black
23590,sylvester,0,black
23591,juan,0,black
23592,omar,0,black
23593,emanuel,0,black
23594,tyrone,0,black
23595,juan,0,black
23596,jual,0,black
23597,felix,0,black
23598,rubin,0,black
23599,mervin,0,black
23600,roberto,0,black
23601,banel,0,black
23602,john,0,black
23603,loobens,0,black
23604,kesner,0,black
23605,jean,0,black
23606,dave,0,black
23607,chance,0,black
23608,geoffrey,0,black
23609,gerald,0,black
23610,timothy,0,black
23611,warren,0,black
23612,alinton,0,black
23613,anthony,0,black
23614,daniel,0,black
23615,deon,0,black
23616,garrick,0,black
23617,jaheed,0,black
23618,joron,0,black
23619,lawrence,0,black
23620,michael,0,black
23621,rasheem,0,black
23622,trevor,0,black
23623,mykece,0,black
23624,sidney,0,black
23625,willie,0,black
23626,gregory,0,black
23627,julian,0,black
23628,preston,0,black
23629,robert,0,black
23630,aahtrell,0,black
23631,aaron,0,black
23632,aaron,0,black
23633,aaron,0,black
23634,aaron,0,black
23635,adrian,0,black
23636,adrian,0,black
23637,adrian,0,black
23638,akamau,0,black
23639,albert,0,black
23640,albert,0,black
23641,albert,0,black
23642,aldolphus,0,black
23643,aldrin,0,black
23644,alex,0,black
23645,alexon,0,black
23646,alfonso,0,black
23647,alfred,0,black
23648,alfred,0,black
23649,allen,0,black
23650,alonzo,0,black
23651,alonzo,0,black
23652,alphonso,0,black
23653,alton,0,black
23654,alvin,0,black
23655,andrae,0,black
23656,andrae,0,black
23657,andrais,0,black
23658,andre,0,black
23659,andre,0,black
23660,andrew,0,black
23661,andrew,0,black
23662,andrew,0,black
23663,andrew,0,black
23664,andrew,0,black
23665,andrew,0,black
23666,andy,0,black
23667,angelo,0,black
23668,angelo,0,black
23669,anthony,0,black
23670,anthony,0,black
23671,anthony,0,black
23672,anthony,0,black
23673,anthony,0,black
23674,anthony,0,black
23675,anthony,0,black
23676,anthony,0,black
23677,anthony,0,black
23678,anthony,0,black
23679,anthony,0,black
23680,anthony,0,black
23681,antonio,0,black
23682,antonio,0,black
23683,antonio,0,black
23684,antonio,0,black
23685,antonio,0,black
23686,antonyo,0,black
23687,antwan,0,black
23688,antwan,0,black
23689,antwann,0,black
23690,antwon,0,black
23691,armad,0,black
23692,arron,0,black
23693,arsenio,0,black
23694,arthur,0,black
23695,arthur,0,black
23696,arthur,0,black
23697,audie,0,black
23698,aumbre,0,black
23699,aundra,0,black
23700,austin,0,black
23701,avier,0,black
23702,barry,0,black
23703,barry,0,black
23704,bartholomew,0,black
23705,barton,0,black
23706,benjamin,0,black
23707,benjamin,0,black
23708,benjamin,0,black
23709,bennie,0,black
23710,benny,0,black
23711,bernard,0,black
23712,bernard,0,black
23713,bernard,0,black
23714,bernard,0,black
23715,bernard,0,black
23716,bernard,0,black
23717,berry,0,black
23718,bianco,0,black
23719,bijan,0,black
23720,billy,0,black
23721,billy,0,black
23722,bobby,0,black
23723,bobby,0,black
23724,bobby,0,black
23725,bobby,0,black
23726,bobby,0,black
23727,bobby,0,black
23728,bradley,0,black
23729,brandon,0,black
23730,brandon,0,black
23731,brandon,0,black
23732,brandon,0,black
23733,brandon,0,black
23734,brandon,0,black
23735,braxton,0,black
23736,brent,0,black
23737,brenton,0,black
23738,brian,0,black
23739,brian,0,black
23740,brice,0,black
23741,brodrick,0,black
23742,brosnan,0,black
23743,bryan,0,black
23744,bryan,0,black
23745,bryan,0,black
23746,bryant,0,black
23747,bryon,0,black
23748,byron,0,black
23749,calvin,0,black
23750,calvin,0,black
23751,calvin,0,black
23752,calvin,0,black
23753,calvin,0,black
23754,calvin,0,black
23755,calvin,0,black
23756,calvin,0,black
23757,calvin,0,black
23758,calvin,0,black
23759,calvin,0,black
23760,calvin,0,black
23761,calvin,0,black
23762,calvin,0,black
23763,calvin,0,black
23764,cardell,0,black
23765,carl,0,black
23766,carl,0,black
23767,carl,0,black
23768,carl,0,black
23769,carlos,0,black
23770,carlrevius,0,black
23771,casey,0,black
23772,cedre,0,black
23773,cedrial,0,black
23774,cedric,0,black
23775,cedrick,0,black
23776,cedrick,0,black
23777,charles,0,black
23778,charles,0,black
23779,charles,0,black
23780,charles,0,black
23781,charles,0,black
23782,charles,0,black
23783,charles,0,black
23784,charles,0,black
23785,charles,0,black
23786,charles,0,black
23787,charlie,0,black
23788,charlzell,0,black
23789,chavalier,0,black
23790,christian,0,black
23791,christian,0,black
23792,christopher,0,black
23793,christopher,0,black
23794,christopher,0,black
23795,christopher,0,black
23796,clarence,0,black
23797,clifford,0,black
23798,clifford,0,black
23799,clifton,0,black
23800,clifton,0,black
23801,clinton,0,black
23802,clyde,0,black
23803,clyde,0,black
23804,clyde,0,black
23805,cody,0,black
23806,corea,0,black
23807,corenzo,0,black
23808,corey,0,black
23809,corey,0,black
23810,corey,0,black
23811,corey,0,black
23812,corinthian,0,black
23813,cornelius,0,black
23814,cornelius,0,black
23815,cornelius,0,black
23816,cornelius,0,black
23817,cornelius,0,black
23818,cornell,0,black
23819,cornie,0,black
23820,cortez,0,black
23821,cory,0,black
23822,cory,0,black
23823,cory,0,black
23824,courtney,0,black
23825,craig,0,black
23826,craig,0,black
23827,craig,0,black
23828,craig,0,black
23829,curtis,0,black
23830,curtis,0,black
23831,curtis,0,black
23832,curtis,0,black
23833,curtis,0,black
23834,curtis,0,black
23835,curtis,0,black
23836,cyrille,0,black
23837,daiviontae,0,black
23838,damon,0,black
23839,damon,0,black
23840,dan,0,black
23841,dana,0,black
23842,dana,0,black
23843,daniel,0,black
23844,dannay,0,black
23845,danny,0,black
23846,daquan,0,black
23847,darin,0,black
23848,darnell,0,black
23849,darnell,0,black
23850,darrell,0,black
23851,darrell,0,black
23852,darrell,0,black
23853,darrell,0,black
23854,darrell,0,black
23855,darrelle,0,black
23856,darrish,0,black
23857,darrius,0,black
23858,darryl,0,black
23859,darryl,0,black
23860,darryl,0,black
23861,davaris,0,black
23862,david,0,black
23863,david,0,black
23864,david,0,black
23865,david,0,black
23866,david,0,black
23867,david,0,black
23868,dayquan,0,black
23869,deandre,0,black
23870,deandre,0,black
23871,deanrd,0,black
23872,deante,0,black
23873,deitrick,0,black
23874,delorean,0,black
23875,delrick,0,black
23876,demarcus,0,black
23877,demetric,0,black
23878,demetrice,0,black
23879,demetris,0,black
23880,demetrius,0,black
23881,demetrius,0,black
23882,dennis,0,black
23883,dennis,0,black
23884,deonsey,0,black
23885,depree,0,black
23886,dequan,0,black
23887,derek,0,black
23888,derrell,0,black
23889,derric,0,black
23890,derrick,0,black
23891,derrick,0,black
23892,derrick,0,black
23893,desi,0,black
23894,devenair,0,black
23895,deverous,0,black
23896,devin,0,black
23897,devon,0,black
23898,devyn,0,black
23899,dewayne,0,black
23900,dewayne,0,black
23901,dexter,0,black
23902,dexter,0,black
23903,dichivious,0,black
23904,dijon,0,black
23905,dion,0,black
23906,doby,0,black
23907,dominic,0,black
23908,don,0,black
23909,donald,0,black
23910,donald,0,black
23911,donnell,0,black
23912,douglas,0,black
23913,douglas,0,black
23914,drekjuan,0,black
23915,dulain,0,black
23916,durell,0,black
23917,dwayne,0,black
23918,dwayne,0,black
23919,dwayne,0,black
23920,dwayne,0,black
23921,dyron,0,black
23922,dywan,0,black
23923,earl,0,black
23924,earl,0,black
23925,earl,0,black
23926,earl,0,black
23927,earl,0,black
23928,earl,0,black
23929,earnest,0,black
23930,eddie,0,black
23931,eddie,0,black
23932,eddie,0,black
23933,edjarick,0,black
23934,edward,0,black
23935,edward,0,black
23936,edward,0,black
23937,elbert,0,black
23938,eleaser,0,black
23939,elger,0,black
23940,eli,0,black
23941,elijah,0,black
23942,elijah,0,black
23943,ellis,0,black
23944,emanuel,0,black
23945,emerson,0,black
23946,emmanuel,0,black
23947,emmanuel,0,black
23948,enoch,0,black
23949,eric,0,black
23950,eric,0,black
23951,eric,0,black
23952,eric,0,black
23953,eric,0,black
23954,ernest,0,black
23955,ernest,0,black
23956,errol,0,black
23957,ervin,0,black
23958,ervin,0,black
23959,ethell,0,black
23960,eugene,0,black
23961,eugene,0,black
23962,eugene,0,black
23963,evon,0,black
23964,exzavier,0,black
23965,ezra,0,black
23966,fernandez,0,black
23967,fess,0,black
23968,fitzgerald,0,black
23969,floyd,0,black
23970,frank,0,black
23971,frank,0,black
23972,frankie,0,black
23973,freddie,0,black
23974,frederick,0,black
23975,frederick,0,black
23976,fredrick,0,black
23977,fredrick,0,black
23978,fredrick,0,black
23979,fredricus,0,black
23980,gaffenay,0,black
23981,garfield,0,black
23982,garrett,0,black
23983,garrick,0,black
23984,garrick,0,black
23985,garry,0,black
23986,garry,0,black
23987,gary,0,black
23988,gary,0,black
23989,gary,0,black
23990,gary,0,black
23991,george,0,black
23992,george,0,black
23993,george,0,black
23994,george,0,black
23995,george,0,black
23996,george,0,black
23997,george,0,black
23998,gervase,0,black
23999,glenn,0,black
24000,grayland,0,black
24001,gregory,0,black
24002,gregory,0,black
24003,gregory,0,black
24004,gregory,0,black
24005,gregory,0,black
24006,gregory,0,black
24007,gregory,0,black
24008,gregory,0,black
24009,harold,0,black
24010,harold,0,black
24011,harry,0,black
24012,henry,0,black
24013,henry,0,black
24014,henry,0,black
24015,henry,0,black
24016,henry,0,black
24017,henry,0,black
24018,henry,0,black
24019,herbert,0,black
24020,hercules,0,black
24021,herman,0,black
24022,horace,0,black
24023,ibenass,0,black
24024,immanuel,0,black
24025,ira,0,black
24026,irvin,0,black
24027,isaac,0,black
24028,isaac,0,black
24029,isaac,0,black
24030,isaiah,0,black
24031,isaiah,0,black
24032,isaiah,0,black
24033,isaiah,0,black
24034,isiah,0,black
24035,issac,0,black
24036,iverylee,0,black
24037,jabari,0,black
24038,jack,0,black
24039,jackie,0,black
24040,jadave,0,black
24041,jahanahn,0,black
24042,jajuan,0,black
24043,jajuan,0,black
24044,jama,0,black
24045,jamaal,0,black
24046,jamal,0,black
24047,james,0,black
24048,james,0,black
24049,james,0,black
24050,james,0,black
24051,james,0,black
24052,james,0,black
24053,james,0,black
24054,james,0,black
24055,james,0,black
24056,james,0,black
24057,james,0,black
24058,james,0,black
24059,james,0,black
24060,james,0,black
24061,james,0,black
24062,james,0,black
24063,james,0,black
24064,james,0,black
24065,james,0,black
24066,jarquez,0,black
24067,jarrard,0,black
24068,jarrell,0,black
24069,jarvis,0,black
24070,jarvis,0,black
24071,jarvis,0,black
24072,jason,0,black
24073,jason,0,black
24074,jeffrey,0,black
24075,jeffrey,0,black
24076,jefrie,0,black
24077,jerel,0,black
24078,jeremiah,0,black
24079,jeremiah,0,black
24080,jeremy,0,black
24081,jeremy,0,black
24082,jermaine,0,black
24083,jermaine,0,black
24084,jermaine,0,black
24085,jermaine,0,black
24086,jermaine,0,black
24087,jermaine,0,black
24088,jernorris,0,black
24089,jerome,0,black
24090,jerome,0,black
24091,jerome,0,black
24092,jesse,0,black
24093,jesse,0,black
24094,jesse,0,black
24095,jimmy,0,black
24096,jovonte,0,black
24097,john,0,black
24098,john,0,black
24099,john,0,black
24100,john,0,black
24101,john,0,black
24102,john,0,black
24103,john,0,black
24104,john,0,black
24105,john,0,black
24106,johnnie,0,black
24107,johnnie,0,black
24108,johnnie,0,black
24109,johnnie,0,black
24110,johnnie,0,black
24111,johnnie,0,black
24112,johnny,0,black
24113,johnny,0,black
24114,johnny,0,black
24115,johnny,0,black
24116,johnny,0,black
24117,johnny,0,black
24118,johnquan,0,black
24119,jonathan,0,black
24120,jonathan,0,black
24121,jonathan,0,black
24122,jonathan,0,black
24123,jonathon,0,black
24124,jordan,0,black
24125,jordan,0,black
24126,joseph,0,black
24127,joseph,0,black
24128,joseph,0,black
24129,joseph,0,black
24130,joseph,0,black
24131,joseph,0,black
24132,joseph,0,black
24133,joseph,0,black
24134,joshua,0,black
24135,joshua,0,black
24136,joshua,0,black
24137,jovan,0,black
24138,jovon,0,black
24139,justin,0,black
24140,justin,0,black
24141,kadeem,0,black
24142,kareem,0,black
24143,kareen,0,black
24144,kavin,0,black
24145,keeyonta,0,black
24146,keith,0,black
24147,keith,0,black
24148,keith,0,black
24149,keith,0,black
24150,keith,0,black
24151,keith,0,black
24152,keithan,0,black
24153,kelly,0,black
24154,kelsey,0,black
24155,kelvin,0,black
24156,kelvin,0,black
24157,kelvin,0,black
24158,kelvin,0,black
24159,kem,0,black
24160,kendall,0,black
24161,kenneth,0,black
24162,kenneth,0,black
24163,kenneth,0,black
24164,kenneth,0,black
24165,kenneth,0,black
24166,kenneth,0,black
24167,kenneth,0,black
24168,kenneth,0,black
24169,kenneth,0,black
24170,kentrel,0,black
24171,kentrell,0,black
24172,keomie,0,black
24173,keoni,0,black
24174,kesario,0,black
24175,kevin,0,black
24176,kevin,0,black
24177,kevin,0,black
24178,kevin,0,black
24179,kevin,0,black
24180,kevin,0,black
24181,kevin,0,black
24182,kevin,0,black
24183,kevin,0,black
24184,kevin,0,black
24185,kevin,0,black
24186,kevin,0,black
24187,kevin,0,black
24188,kevin,0,black
24189,kieron,0,black
24190,kody,0,black
24191,kunta,0,black
24192,kyree,0,black
24193,ladaris,0,black
24194,lamar,0,black
24195,lambert,0,black
24196,lance,0,black
24197,lance,0,black
24198,larance,0,black
24199,laron,0,black
24200,larry,0,black
24201,larry,0,black
24202,larry,0,black
24203,larry,0,black
24204,larry,0,black
24205,larry,0,black
24206,larry,0,black
24207,larry,0,black
24208,latavious,0,black
24209,latron,0,black
24210,laurice,0,black
24211,lavoris,0,black
24212,lawrence,0,black
24213,lawrence,0,black
24214,laxavier,0,black
24215,lee,0,black
24216,lee,0,black
24217,lee,0,black
24218,leedromatic,0,black
24219,leland,0,black
24220,lenard,0,black
24221,lenny,0,black
24222,lenzy,0,black
24223,leo,0,black
24224,leon,0,black
24225,leon,0,black
24226,leon,0,black
24227,leonard,0,black
24228,leroy,0,black
24229,leroy,0,black
24230,leroy,0,black
24231,leroy,0,black
24232,lester,0,black
24233,lester,0,black
24234,lewis,0,black
24235,lewis,0,black
24236,lionel,0,black
24237,lorenzo,0,black
24238,lorenzo,0,black
24239,lorenzo,0,black
24240,lorenzo,0,black
24241,louis,0,black
24242,lyndon,0,black
24243,mack,0,black
24244,makalani,0,black
24245,malik,0,black
24246,malik,0,black
24247,malvine,0,black
24248,marcal,0,black
24249,marcel,0,black
24250,marcus,0,black
24251,marcus,0,black
24252,marcus,0,black
24253,marcus,0,black
24254,marcus,0,black
24255,marcus,0,black
24256,marcus,0,black
24257,marcus,0,black
24258,marcus,0,black
24259,mario,0,black
24260,markell,0,black
24261,markell,0,black
24262,marlon,0,black
24263,marquel,0,black
24264,marques,0,black
24265,marquis,0,black
24266,marquis,0,black
24267,martin,0,black
24268,marvin,0,black
24269,marvin,0,black
24270,marvin,0,black
24271,marvin,0,black
24272,marvin,0,black
24273,marvin,0,black
24274,marvin,0,black
24275,marvin,0,black
24276,marvis,0,black
24277,matthew,0,black
24278,matthew,0,black
24279,maurice,0,black
24280,maurice,0,black
24281,maurice,0,black
24282,maximillian,0,black
24283,maxwell,0,black
24284,melvin,0,black
24285,melvin,0,black
24286,melvin,0,black
24287,melvin,0,black
24288,michael,0,black
24289,michael,0,black
24290,michael,0,black
24291,michael,0,black
24292,michael,0,black
24293,michael,0,black
24294,michael,0,black
24295,michael,0,black
24296,michael,0,black
24297,michael,0,black
24298,michael,0,black
24299,michael,0,black
24300,michael,0,black
24301,michael,0,black
24302,michael,0,black
24303,michael,0,black
24304,michael,0,black
24305,mickel,0,black
24306,miles,0,black
24307,milton,0,black
24308,miquez,0,black
24309,montara,0,black
24310,montazious,0,black
24311,montray,0,black
24312,montrell,0,black
24313,morgan,0,black
24314,mose,0,black
24315,mychael,0,black
24316,naeem,0,black
24317,nakia,0,black
24318,nathaniel,0,black
24319,nathaniel,0,black
24320,nathaniel,0,black
24321,nathaniel,0,black
24322,norris,0,black
24323,octavies,0,black
24324,octavious,0,black
24325,octavious,0,black
24326,octavious,0,black
24327,octavious,0,black
24328,octavius,0,black
24329,olon,0,black
24330,omar,0,black
24331,omar,0,black
24332,oneil,0,black
24333,ontavies,0,black
24334,orrian,0,black
24335,otis,0,black
24336,patrick,0,black
24337,patrick,0,black
24338,patrick,0,black
24339,patrick,0,black
24340,patrick,0,black
24341,paul,0,black
24342,paul,0,black
24343,pernell,0,black
